p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ZNRF3	0	0.517258871382901	0.433	0.036	0	AT2	ZNRF3
EMP2	0	0.51670705834391	0.861	0.227	0	AT2	EMP2
TMEM116	0	0.514249532507295	0.29	0.002	0	AT2	TMEM116
PTTG1IP	0	0.513231319262308	0.914	0.487	0	AT2	PTTG1IP
CYP4B1	0	0.511497402300895	0.731	0.062	0	AT2	CYP4B1
SREBF2	0	0.509298672654673	0.567	0.136	0	AT2	SREBF2
ICA1	0	0.50890107162989	0.455	0.055	0	AT2	ICA1
IMPA2	0	0.507792763515088	0.548	0.105	0	AT2	IMPA2
ENSMMUG00000013441	0	0.504629710336338	0.323	0.017	0	AT2	ENSMMUG00000013441
TMBIM6	0	0.502588382687368	0.932	0.589	0	AT2	TMBIM6
AGPAT2	0	0.502516693568747	0.523	0.153	0	AT2	AGPAT2
SMCO4	0	0.499147912851561	0.571	0.168	0	AT2	SMCO4
C1H1orf21	0	0.498839199520286	0.465	0.062	0	AT2	C1H1orf21
CLDN7	0	0.497814213691817	0.327	0.045	0	AT2	CLDN7
HAS3	0	0.496561421322105	0.258	0.005	0	AT2	HAS3
LAPTM4A	0	0.496366558433639	0.931	0.509	0	AT2	LAPTM4A
SH3YL1	0	0.494713510633842	0.356	0.018	0	AT2	SH3YL1
SSR3	0	0.493373108850785	0.816	0.38	0	AT2	SSR3
ZNF330	0	0.492642266636259	0.482	0.14	0	AT2	ZNF330
FHDC1	0	0.492319272002211	0.291	0.005	0	AT2	FHDC1
MAP7	0	0.492059290838854	0.314	0.013	0	AT2	MAP7
B3GNT8	0	0.48886155688948	0.304	0.031	0	AT2	B3GNT8
RNF128	0	0.486749037536213	0.317	0.009	0	AT2	RNF128
OCLN	0	0.486092110218482	0.377	0.027	0	AT2	OCLN
ENSMMUG00000060377	0	0.486035815980435	0.521	0.181	0	AT2	ENSMMUG00000060377
P4HB	0	0.485795625188448	0.814	0.419	0	AT2	P4HB
LOXL2	0	0.485549290603683	0.312	0.015	0	AT2	LOXL2
CDH1	0	0.484748161743532	0.439	0.099	0	AT2	CDH1
DDAH1	0	0.48321961349918	0.323	0.015	0	AT2	DDAH1
FAM13A	0	0.482220774620583	0.483	0.105	0	AT2	FAM13A
NOP14	0	0.481488230191221	0.516	0.134	0	AT2	NOP14
ACO1	0	0.481258125626371	0.433	0.093	0	AT2	ACO1
VAMP8	0	0.480150974252216	0.883	0.398	0	AT2	VAMP8
PCSK9	0	0.479785988752912	0.254	0.001	0	AT2	PCSK9
MACROD1	0	0.478821871497091	0.463	0.064	0	AT2	MACROD1
TNKS1BP1	0	0.477353012271981	0.457	0.051	0	AT2	TNKS1BP1
BLVRA	0	0.476415803099668	0.669	0.231	0	AT2	BLVRA
PRSS23	0	0.475909951091392	0.61	0.091	0	AT2	PRSS23
BOC	0	0.472731605249456	0.302	0.014	0	AT2	BOC
XBP1	0	0.470042425254916	0.749	0.345	0	AT2	XBP1
HINT2	0	0.468841513862097	0.741	0.279	0	AT2	HINT2
HSD17B11	0	0.468254303455546	0.751	0.309	0	AT2	HSD17B11
OVOL2	0	0.466811941101493	0.303	0.015	0	AT2	OVOL2
DEXI	0	0.4662925666954	0.592	0.159	0	AT2	DEXI
EHF	0	0.466188717528251	0.291	0.019	0	AT2	EHF
TMEM131L	0	0.466009674275089	0.594	0.174	0	AT2	TMEM131L
PRXL2A	0	0.465282804297024	0.587	0.158	0	AT2	PRXL2A
ELL2	0	0.463310190205727	0.458	0.126	0	AT2	ELL2
SCNN1A	0	0.46278028245103	0.441	0.068	0	AT2	SCNN1A
OMA1	0	0.462307031481425	0.505	0.094	0	AT2	OMA1
INHBB	0	0.460026582742502	0.256	0.004	0	AT2	INHBB
IGFBP2	0	0.459485073416345	0.171	0.027	0	AT2	IGFBP2
REPS2	0	0.456873588247242	0.314	0.023	0	AT2	REPS2
VWA1	0	0.45528426439408	0.506	0.083	0	AT2	VWA1
SLC11A2	0	0.454158222502667	0.396	0.099	0	AT2	SLC11A2
RTN1	0	0.453676389779533	0.361	0.078	0	AT2	RTN1
MMP28	0	0.452459839182918	0.348	0.019	0	AT2	MMP28
ENSMMUG00000022428	0	0.452054987562794	0.762	0.328	0	AT2	ENSMMUG00000022428
TSPAN15	0	0.451931906122297	0.383	0.035	0	AT2	TSPAN15
BNIP3L	0	0.448752608479637	0.789	0.353	0	AT2	BNIP3L
ATP2B1	0	0.445896951254355	0.561	0.174	0	AT2	ATP2B1
ATP5PF	0	0.44581878877423	0.902	0.51	0	AT2	ATP5PF
ALAD	0	0.445634831779786	0.333	0.058	0	AT2	ALAD
GALNT3	0	0.445581465163372	0.33	0.034	0	AT2	GALNT3
GSTP1	0	0.44509527479538	0.99	0.825	0	AT2	GSTP1
FN3K	0	0.443621365061363	0.295	0.014	0	AT2	FN3K
RMDN2	0	0.44171100518823	0.288	0.021	0	AT2	RMDN2
SLC28A3	0	0.441347615762315	0.231	0.001	0	AT2	SLC28A3
CD2AP	0	0.441272501727776	0.629	0.19	0	AT2	CD2AP
AKR7A3	0	0.441184850983298	0.299	0.019	0	AT2	AKR7A3
C2H3orf80	0	0.439189878028467	0.26	0.001	0	AT2	C2H3orf80
RAB17	0	0.438521135408162	0.305	0.013	0	AT2	RAB17
OAT	0	0.435899978411582	0.529	0.095	0	AT2	OAT
ZNF664	0	0.433887812617693	0.456	0.08	0	AT2	ZNF664
MZT2B	0	0.432226360901923	0.793	0.363	0	AT2	MZT2B
SEC61B	0	0.43117282815976	0.9	0.521	0	AT2	SEC61B
TEX26	0	0.430102297869026	0.227	0.005	0	AT2	TEX26
DAPK1	0	0.429964831494036	0.575	0.197	0	AT2	DAPK1
TNFRSF11A	0	0.428411116206516	0.272	0.01	0	AT2	TNFRSF11A
SLC27A3	0	0.42784381888175	0.247	0.007	0	AT2	SLC27A3
MRPS21	0	0.426728825030508	0.717	0.274	0	AT2	MRPS21
FURIN	0	0.425683165863568	0.469	0.115	0	AT2	FURIN
ENSMMUG00000063609	0	0.424356574359184	0.952	0.62	0	AT2	ENSMMUG00000063609
PLA2G4B	0	0.424179055847945	0.464	0.102	0	AT2	PLA2G4B
SLC22A3	0	0.423145793839512	0.272	0.011	0	AT2	SLC22A3
BCKDHB	0	0.422431594822205	0.374	0.045	0	AT2	BCKDHB
HTR1E	0	0.422307492279061	0.199	0.002	0	AT2	HTR1E
NECTIN3	0	0.42195055050402	0.299	0.015	0	AT2	NECTIN3
EPS8L2	0	0.420521427555114	0.348	0.031	0	AT2	EPS8L2
LMAN1	0	0.418860845057698	0.726	0.284	0	AT2	LMAN1
SERPINB6	0	0.417875043834281	0.747	0.175	0	AT2	SERPINB6
SPIDR	0	0.417342705665727	0.435	0.098	0	AT2	SPIDR
MYO10	0	0.417087903856077	0.404	0.041	0	AT2	MYO10
MED8	0	0.415788407008295	0.79	0.38	0	AT2	MED8
PARD6B	0	0.415190378805797	0.311	0.028	0	AT2	PARD6B
F3	0	0.41445768946259	0.222	0.018	0	AT2	F3
ISOC1	0	0.413602116998058	0.426	0.091	0	AT2	ISOC1
ENSMMUG00000000758	0	0.41210696228921	0.395	0.062	0	AT2	ENSMMUG00000000758
GRTP1	0	0.411623855756338	0.275	0.009	0	AT2	GRTP1
APLP2	0	0.411390329850014	0.933	0.519	0	AT2	APLP2
SLC44A3	0	0.411191050186092	0.281	0.012	0	AT2	SLC44A3
CYSTM1	0	0.410905513115926	0.818	0.325	0	AT2	CYSTM1
RASSF9	0	0.410888713634819	0.264	0.019	0	AT2	RASSF9
FNIP2	0	0.410150373574659	0.338	0.053	0	AT2	FNIP2
MYL6B	0	0.409247041812195	0.345	0.039	0	AT2	MYL6B
CLNK	0	0.408545836028603	0.286	0.028	0	AT2	CLNK
OSBPL10	0	0.408178236118201	0.287	0.015	0	AT2	OSBPL10
HNF1B	0	0.407020402469866	0.236	0.005	0	AT2	HNF1B
GAMT	0	0.405983345196617	0.446	0.083	0	AT2	GAMT
BACE2	0	0.405747637237034	0.601	0.106	0	AT2	BACE2
ALDH6A1	0	0.405124235549952	0.467	0.103	0	AT2	ALDH6A1
C1R	0	0.404013118852325	0.685	0.127	0	AT2	C1R
PECR	0	0.402978193145673	0.425	0.116	0	AT2	PECR
AIG1	0	0.401987080973946	0.532	0.135	0	AT2	AIG1
SMIM22	0	0.401544262648203	0.268	0.015	0	AT2	SMIM22
MAP1LC3A	0	0.40140727269052	0.62	0.16	0	AT2	MAP1LC3A
SPRY2	0	0.400284329262954	0.408	0.066	0	AT2	SPRY2
CNKSR1	0	0.398265217435891	0.268	0.015	0	AT2	CNKSR1
SQLE	0	0.396744460466956	0.281	0.02	0	AT2	SQLE
SYBU	0	0.396376278588748	0.355	0.036	0	AT2	SYBU
B3GNT7	0	0.395777017101236	0.295	0.046	0	AT2	B3GNT7
SLC40A1	0	0.395416784780784	0.701	0.17	0	AT2	SLC40A1
BTF3	0	0.395259706557587	0.965	0.703	0	AT2	BTF3
ENSMMUG00000051498	0	0.393432166289052	0.317	0.033	0	AT2	ENSMMUG00000051498
MYO5C	0	0.391010107895179	0.255	0.01	0	AT2	MYO5C
ST6GALNAC5	0	0.389666026508018	0.286	0.02	0	AT2	ST6GALNAC5
INMT	0	0.388835479629323	0.293	0.034	0	AT2	INMT
ESRP1	0	0.388061273450107	0.244	0.008	0	AT2	ESRP1
MPZL2	0	0.387866815491583	0.272	0.033	0	AT2	MPZL2
AKAP9	0	0.386229534615848	0.733	0.31	0	AT2	AKAP9
DHRS4	0	0.386184387918604	0.384	0.108	0	AT2	DHRS4
SLC19A1	0	0.384735604646547	0.257	0.024	0	AT2	SLC19A1
TMCO6	0	0.383070845777654	0.397	0.097	0	AT2	TMCO6
MGLL	0	0.382613248573638	0.302	0.107	0	AT2	MGLL
NSDHL	0	0.382347754088741	0.365	0.074	0	AT2	NSDHL
FAM174B	0	0.381549638522396	0.308	0.03	0	AT2	FAM174B
INTS3	0	0.379619800323823	0.353	0.069	0	AT2	INTS3
ATP11A	0	0.379023114220373	0.254	0.021	0	AT2	ATP11A
GCN1	0	0.378979203587756	0.993	0.839	0	AT2	GCN1
RGS7BP	0	0.377770373478929	0.4	0.05	0	AT2	RGS7BP
SLC4A4	0	0.376928035188719	0.358	0.035	0	AT2	SLC4A4
CHMP4C	0	0.376838819163428	0.261	0.013	0	AT2	CHMP4C
ST6GALNAC4	0	0.376786524750499	0.528	0.183	0	AT2	ST6GALNAC4
EIF2S2	0	0.376188051892331	0.773	0.342	0	AT2	EIF2S2
FILIP1	0	0.374792800685641	0.271	0.024	0	AT2	FILIP1
HOOK2	0	0.374554537478557	0.231	0.012	0	AT2	HOOK2
COL4A6	0	0.374450186317606	0.224	0.003	0	AT2	COL4A6
CCDC115	0	0.372238591006878	0.615	0.213	0	AT2	CCDC115
ESRP2	0	0.371858981744931	0.244	0.01	0	AT2	ESRP2
NPC1	0	0.370816467937745	0.391	0.101	0	AT2	NPC1
YBX3	0	0.370372080813834	0.587	0.175	0	AT2	YBX3
ACSF2	0	0.370176532572258	0.317	0.066	0	AT2	ACSF2
SEC14L2	0	0.36978455162567	0.442	0.117	0	AT2	SEC14L2
SPATA6	0	0.369301237042932	0.459	0.137	0	AT2	SPATA6
HADH	0	0.368492332143378	0.504	0.179	0	AT2	HADH
LMTK2	0	0.367495746394101	0.395	0.076	0	AT2	LMTK2
SH2D4A	0	0.367037068652415	0.266	0.02	0	AT2	SH2D4A
INSIG2	0	0.366939002329287	0.391	0.079	0	AT2	INSIG2
SLC44A1	0	0.36583734932087	0.374	0.073	0	AT2	SLC44A1
PTRHD1	0	0.364223503335563	0.528	0.192	0	AT2	PTRHD1
PRKCI	0	0.363962882047894	0.332	0.049	0	AT2	PRKCI
SLC16A1	0	0.363031292198132	0.214	0.007	0	AT2	SLC16A1
C1orf210	0	0.361580797788753	0.216	0.005	0	AT2	C1orf210
GGCX	0	0.360837356264263	0.352	0.082	0	AT2	GGCX
TNS4	0	0.360718007023075	0.21	0.001	0	AT2	TNS4
ENSMMUG00000043282	0	0.360175612376849	0.485	0.137	0	AT2	ENSMMUG00000043282
BAIAP2	0	0.359296925990285	0.629	0.185	0	AT2	BAIAP2
CYP1B1	0	0.358647118416399	0.19	0.005	0	AT2	CYP1B1
CGNL1	0	0.358636341850368	0.361	0.062	0	AT2	CGNL1
TMEM54	0	0.358448248398087	0.25	0.013	0	AT2	TMEM54
CEBPZOS	0	0.357989875180415	0.56	0.202	0	AT2	CEBPZOS
C19orf33	0	0.357673805790871	0.438	0.071	0	AT2	C19orf33
TMEM59	0	0.3576018673108	0.915	0.574	0	AT2	TMEM59
CAPN6	0	0.356337781292237	0.199	0.001	0	AT2	CAPN6
ENSMMUG00000018686	0	0.355845882140763	0.533	0.165	0	AT2	ENSMMUG00000018686
ATP13A4	0	0.355229509894646	0.227	0.008	0	AT2	ATP13A4
TMC4	0	0.355063996211555	0.26	0.021	0	AT2	TMC4
KAT14	0	0.354522013391369	0.48	0.14	0	AT2	KAT14
SGMS2	0	0.35436723999073	0.335	0.081	0	AT2	SGMS2
ARHGAP35	0	0.353429989929236	0.385	0.072	0	AT2	ARHGAP35
CCDC39	0	0.352887298242773	0.196	0.004	0	AT2	CCDC39
UGDH	0	0.352491040637637	0.355	0.082	0	AT2	UGDH
FOXP4	0	0.351805302048989	0.259	0.027	0	AT2	FOXP4
HIF1A	0	0.351654695655223	0.726	0.277	0	AT2	HIF1A
COX7A2	0	0.350948787617036	0.945	0.617	0	AT2	COX7A2
KIF20A	0	0.350481393563629	0.188	0.002	0	AT2	KIF20A
STARD3NL	0	0.349293010773182	0.607	0.182	0	AT2	STARD3NL
PAGE1	0	0.348295337237724	0.104	0.001	0	AT2	PAGE1
MCUR1	0	0.34724515493024	0.345	0.074	0	AT2	MCUR1
NAA38	0	0.346787632006569	0.605	0.224	0	AT2	NAA38
VSIG10L	0	0.346643934239765	0.222	0.009	0	AT2	VSIG10L
KIAA0408	0	0.34644973241998	0.272	0.034	0	AT2	KIAA0408
LAPTM4B	0	0.343793911056087	0.473	0.109	0	AT2	LAPTM4B
RILPL1	0	0.343513851689285	0.446	0.108	0	AT2	RILPL1
ENSMMUG00000000729	0	0.34305358218778	0.541	0.187	0	AT2	ENSMMUG00000000729
CDK2AP2	0	0.340570314177431	0.66	0.283	0	AT2	CDK2AP2
SEC61G	0	0.33972683044575	0.855	0.442	0	AT2	SEC61G
SPINT1	0	0.339413992440949	0.454	0.162	0	AT2	SPINT1
TOP1	0	0.339230878273251	0.735	0.324	0	AT2	TOP1
TLCD1	0	0.338561630329957	0.215	0.006	0	AT2	TLCD1
SREBF1	0	0.33848204151741	0.398	0.09	0	AT2	SREBF1
CREBL2	0	0.338290657503608	0.451	0.115	0	AT2	CREBL2
QPRT	0	0.337026460042135	0.219	0.014	0	AT2	QPRT
TMEM213	0	0.336899445092039	0.153	0.002	0	AT2	TMEM213
NEU1	0	0.336537036097366	0.502	0.167	0	AT2	NEU1
RRBP1	0	0.336252665929563	0.747	0.34	0	AT2	RRBP1
ENSMMUG00000048231	0	0.333933557048659	0.38	0.079	0	AT2	ENSMMUG00000048231
FAM184A	0	0.33342453638796	0.179	0.006	0	AT2	FAM184A
BCL2L14	0	0.333237190913509	0.208	0.011	0	AT2	BCL2L14
ST14	0	0.332806680232244	0.313	0.067	0	AT2	ST14
RAB34	0	0.332196478240657	0.453	0.074	0	AT2	RAB34
TJP3	0	0.331388854170726	0.204	0.011	0	AT2	TJP3
TMEM258	0	0.330623546794133	0.922	0.541	0	AT2	TMEM258
CLDN23	0	0.330215817670041	0.207	0.01	0	AT2	CLDN23
FLRT3	0	0.330043186493294	0.244	0.022	0	AT2	FLRT3
GNG5	0	0.329647785112127	0.961	0.644	0	AT2	GNG5
MICAL2	0	0.329423121728224	0.396	0.103	0	AT2	MICAL2
NOP53	0	0.329321158113087	0.775	0.365	0	AT2	NOP53
SEC63	0	0.328409194913347	0.684	0.261	0	AT2	SEC63
PTPN3	0	0.327106635709916	0.214	0.007	0	AT2	PTPN3
UPK3A	0	0.326898616006197	0.214	0.029	0	AT2	UPK3A
ENSMMUG00000006472	0	0.326688006505724	0.289	0.036	0	AT2	ENSMMUG00000006472
MMAB	0	0.326685964147271	0.329	0.049	0	AT2	MMAB
GALE	0	0.326127859665656	0.354	0.103	0	AT2	GALE
KRTCAP3	0	0.32567029750196	0.205	0.008	0	AT2	KRTCAP3
ZDHHC9	0	0.324744887590475	0.261	0.037	0	AT2	ZDHHC9
EPHA2	0	0.324635902294754	0.259	0.024	0	AT2	EPHA2
CHKA	0	0.324600760292601	0.248	0.023	0	AT2	CHKA
C11H12orf57	0	0.323905881488892	0.915	0.54	0	AT2	C11H12orf57
UBTD1	0	0.323831700241522	0.343	0.105	0	AT2	UBTD1
ARNT2	0	0.321869949666169	0.23	0.013	0	AT2	ARNT2
ADGRF5	0	0.320925339351546	0.567	0.09	0	AT2	ADGRF5
PATJ	0	0.320842794079483	0.252	0.022	0	AT2	PATJ
CDCP1	0	0.320806386647128	0.252	0.048	0	AT2	CDCP1
RHOBTB3	0	0.320515442619316	0.318	0.05	0	AT2	RHOBTB3
MGST3	0	0.320476343132581	0.918	0.551	0	AT2	MGST3
ANKRD65	0	0.319631779536244	0.195	0.009	0	AT2	ANKRD65
WWTR1	0	0.319172993683447	0.44	0.07	0	AT2	WWTR1
HLF	0	0.3191582293811	0.261	0.025	0	AT2	HLF
NHSL1	0	0.319104163409036	0.214	0.015	0	AT2	NHSL1
TACC2	0	0.318633945737757	0.25	0.02	0	AT2	TACC2
OXR1	0	0.317803565379422	0.604	0.209	0	AT2	OXR1
TSPAN1	0	0.316328191502907	0.256	0.009	0	AT2	TSPAN1
C1RL	0	0.315970324686339	0.37	0.071	0	AT2	C1RL
DAD1	0	0.315887165590473	0.857	0.468	0	AT2	DAD1
IGF2BP2	0	0.315046477044815	0.317	0.058	0	AT2	IGF2BP2
MESP2	0	0.314557488261151	0.182	0.008	0	AT2	MESP2
HSCB	0	0.314030008271078	0.484	0.147	0	AT2	HSCB
HAGH	0	0.31309213209357	0.617	0.233	0	AT2	HAGH
WWP1	0	0.312919910252927	0.508	0.149	0	AT2	WWP1
SHROOM3	0	0.312627975274589	0.235	0.024	0	AT2	SHROOM3
ERBB2	0	0.312352147340127	0.303	0.033	0	AT2	ERBB2
ADGRE2	0	0.311891984854229	0.297	0.081	0	AT2	ADGRE2
ITPR1	0	0.311650432958375	0.335	0.089	0	AT2	ITPR1
CNFN	0	0.311091820345554	0.243	0.026	0	AT2	CNFN
TMEM256	0	0.311059022823044	0.489	0.174	0	AT2	TMEM256
SDSL	0	0.31098351863497	0.214	0.019	0	AT2	SDSL
VWA2	0	0.310910100410825	0.186	0.004	0	AT2	VWA2
KDF1	0	0.31039973173131	0.214	0.007	0	AT2	KDF1
ELMO3	0	0.310246832985444	0.229	0.018	0	AT2	ELMO3
TMEM150A	0	0.30845883688448	0.276	0.061	0	AT2	TMEM150A
EEF2	0	0.308412571194765	0.962	0.725	0	AT2	EEF2
SLC44A4	0	0.308106145347101	0.205	0.009	0	AT2	SLC44A4
PPL	0	0.307510756475036	0.247	0.021	0	AT2	PPL
TPM4	0	0.307125782077967	0.884	0.493	0	AT2	TPM4
GOLGB1	0	0.307006738027155	0.618	0.236	0	AT2	GOLGB1
PIBF1	0	0.306399727625545	0.4	0.095	0	AT2	PIBF1
VSIG2	0	0.306189423581077	0.169	0.004	0	AT2	VSIG2
NADK	0	0.30565387138799	0.553	0.204	0	AT2	NADK
IDH1	0	0.305417270295375	0.556	0.219	0	AT2	IDH1
SLAIN1	0	0.304625231784869	0.183	0.008	0	AT2	SLAIN1
DSG2	0	0.304142193118177	0.205	0.01	0	AT2	DSG2
BAIAP2L1	0	0.302686889741016	0.241	0.02	0	AT2	BAIAP2L1
POP5	0	0.302316782847192	0.454	0.146	0	AT2	POP5
LMO7	0	0.300599151881216	0.51	0.089	0	AT2	LMO7
NOXA1	0	0.30033417464754	0.272	0.037	0	AT2	NOXA1
SLC12A2	0	0.299431494664082	0.383	0.059	0	AT2	SLC12A2
GALNT13	0	0.299298804626853	0.166	0.003	0	AT2	GALNT13
RAB13	0	0.299009827526424	0.595	0.175	0	AT2	RAB13
IL20RA	0	0.297621807928847	0.234	0.02	0	AT2	IL20RA
NAXE	0	0.297262637434861	0.634	0.252	0	AT2	NAXE
USP12	0	0.29724668261526	0.428	0.116	0	AT2	USP12
TATDN1	0	0.297034648991784	0.444	0.137	0	AT2	TATDN1
P4HA2	0	0.296723159020883	0.381	0.046	0	AT2	P4HA2
KIFC3	0	0.296668421141145	0.244	0.024	0	AT2	KIFC3
NR0B2	0	0.296592160271462	0.165	0.002	0	AT2	NR0B2
KIF13A	0	0.296547014212478	0.367	0.07	0	AT2	KIF13A
RACK1	0	0.295887268777942	0.987	0.759	0	AT2	RACK1
BZW2	0	0.29543257533857	0.454	0.172	0	AT2	BZW2
TSEN34	0	0.29539473434711	0.509	0.158	0	AT2	TSEN34
IER5L	0	0.294870437316943	0.378	0.083	0	AT2	IER5L
TMEM245	0	0.294195592729647	0.402	0.099	0	AT2	TMEM245
PTPMT1	0	0.294194122209924	0.653	0.259	0	AT2	PTPMT1
KIF12	0	0.294027160982387	0.167	0.002	0	AT2	KIF12
ENSMMUG00000062350	0	0.293732862406928	0.998	0.917	0	AT2	ENSMMUG00000062350
MMP15	0	0.293422875251616	0.21	0.014	0	AT2	MMP15
ENSMMUG00000049499	0	0.293310774875358	0.257	0.019	0	AT2	ENSMMUG00000049499
CCDC110	0	0.293162862800234	0.183	0.006	0	AT2	CCDC110
DDR1	0	0.292896920535434	0.255	0.032	0	AT2	DDR1
WASHC3	0	0.292859362793551	0.645	0.275	0	AT2	WASHC3
BIN1	0	0.292859212168061	0.442	0.11	0	AT2	BIN1
USP54	0	0.292656125048152	0.225	0.022	0	AT2	USP54
HYPK	0	0.29241834218442	0.717	0.316	0	AT2	HYPK
PLXNB1	0	0.291204030269704	0.223	0.015	0	AT2	PLXNB1
VLDLR	0	0.291141719470667	0.198	0.009	0	AT2	VLDLR
ZDHHC16	0	0.291109380240773	0.323	0.072	0	AT2	ZDHHC16
KIAA1191	0	0.290821434373649	0.378	0.086	0	AT2	KIAA1191
ENC1	0	0.290432542601437	0.284	0.03	0	AT2	ENC1
NAV2	0	0.29019175078707	0.183	0.008	0	AT2	NAV2
FILIP1L	0	0.290123426762895	0.359	0.064	0	AT2	FILIP1L
PPP1R13L	0	0.290006254132107	0.253	0.036	0	AT2	PPP1R13L
SLC30A3	0	0.28887886529826	0.162	0.002	0	AT2	SLC30A3
FAM110B	0	0.2884526413954	0.295	0.032	0	AT2	FAM110B
HACD1	0	0.288358475029942	0.252	0.062	0	AT2	HACD1
STAP2	0	0.287979474118694	0.187	0.01	0	AT2	STAP2
RFNG	0	0.287788883976987	0.381	0.116	0	AT2	RFNG
ENSMMUG00000062792	0	0.287391427878891	0.195	0.012	0	AT2	ENSMMUG00000062792
ENSMMUG00000003073	0	0.287221331803046	0.993	0.841	0	AT2	ENSMMUG00000003073
GSTM4	0	0.286883329212883	0.874	0.404	0	AT2	GSTM4
ADGRV1	0	0.286637358059067	0.185	0.006	0	AT2	ADGRV1
ADORA2B	0	0.286449708280036	0.235	0.05	0	AT2	ADORA2B
PLEKHB1	0	0.286425936428799	0.255	0.021	0	AT2	PLEKHB1
TENT5A	0	0.284849587768069	0.266	0.06	0	AT2	TENT5A
BPIFA1	0	0.284472396992183	0.112	0	0	AT2	BPIFA1
YAP1	0	0.284426568855759	0.307	0.035	0	AT2	YAP1
FOXA1	0	0.284340824193642	0.191	0.005	0	AT2	FOXA1
CDON	0	0.284017292658438	0.192	0.008	0	AT2	CDON
CDIPT	0	0.283693783557588	0.608	0.22	0	AT2	CDIPT
CEBPD	0	0.283525503710611	0.875	0.409	0	AT2	CEBPD
DEFB1	0	0.283521712957785	0.25	0.022	0	AT2	DEFB1
HDLBP	0	0.283451488105428	0.718	0.34	0	AT2	HDLBP
GATA6	0	0.283308703718264	0.287	0.03	0	AT2	GATA6
SACM1L	0	0.281756793296025	0.483	0.154	0	AT2	SACM1L
ROS1	0	0.280270559559802	0.56	0.183	0	AT2	ROS1
MRPS14	0	0.279916169044029	0.586	0.224	0	AT2	MRPS14
CKAP4	0	0.2795428426353	0.349	0.092	0	AT2	CKAP4
CORIN	0	0.278593772708636	0.171	0.002	0	AT2	CORIN
RNF39	0	0.277863869844243	0.158	0.01	0	AT2	RNF39
IRF2BP2	0	0.277590924112294	0.498	0.167	0	AT2	IRF2BP2
AHCY	0	0.27755930159197	0.332	0.099	0	AT2	AHCY
HMGCR	0	0.276756016370569	0.329	0.07	0	AT2	HMGCR
RAP1GDS1	0	0.27657673672028	0.438	0.143	0	AT2	RAP1GDS1
PIK3C2G	0	0.27634986243605	0.16	0	0	AT2	PIK3C2G
CIART	0	0.275198844976457	0.198	0.012	0	AT2	CIART
ACSL3	0	0.275066520940889	0.412	0.099	0	AT2	ACSL3
NECTIN2	0	0.27427294103051	0.612	0.19	0	AT2	NECTIN2
C18H18orf32	0	0.274192645675441	0.99	0.804	0	AT2	C18H18orf32
OAZ3	0	0.273423540810975	0.138	0.003	0	AT2	OAZ3
TMEM265	0	0.273307887010828	0.225	0.03	0	AT2	TMEM265
ENSMMUG00000041188	0	0.272839973326639	0.936	0.626	0	AT2	ENSMMUG00000041188
PHB	0	0.272742542181276	0.671	0.285	0	AT2	PHB
EPB41L5	0	0.272696171198365	0.29	0.033	0	AT2	EPB41L5
ASCL2	0	0.27256646079967	0.216	0.036	0	AT2	ASCL2
COMT	0	0.272221703679545	0.786	0.394	0	AT2	COMT
ANAPC11	0	0.271581308361716	0.809	0.411	0	AT2	ANAPC11
IL34	0	0.270826595616298	0.176	0.005	0	AT2	IL34
NRP1	0	0.27079038916251	0.557	0.117	0	AT2	NRP1
CYBRD1	0	0.270463855568216	0.543	0.138	0	AT2	CYBRD1
ACSS2	0	0.270335075506914	0.297	0.057	0	AT2	ACSS2
PON2	0	0.26829317781895	0.505	0.155	0	AT2	PON2
EDEM1	0	0.267147102518956	0.434	0.149	0	AT2	EDEM1
PIGK	0	0.266906895189297	0.355	0.086	0	AT2	PIGK
HECTD2	0	0.266132883357052	0.221	0.016	0	AT2	HECTD2
CA12	0	0.266042862882624	0.138	0.002	0	AT2	CA12
SLC38A1	0	0.265811057137417	0.57	0.208	0	AT2	SLC38A1
ELF5	0	0.264891434890674	0.155	0.006	0	AT2	ELF5
PLD3	0	0.26453921157011	0.749	0.325	0	AT2	PLD3
AHCYL2	0	0.264312118887268	0.334	0.066	0	AT2	AHCYL2
NKPD1	0	0.26404106173429	0.402	0.117	0	AT2	NKPD1
C1H1orf116	0	0.264006446939042	0.207	0.015	0	AT2	C1H1orf116
COL8A1	0	0.263683402485502	0.35	0.05	0	AT2	COL8A1
SHH	0	0.263555042110276	0.164	0.007	0	AT2	SHH
ALDH3B1	0	0.263489422159592	0.366	0.148	0	AT2	ALDH3B1
MPPE1	0	0.263160834496659	0.357	0.098	0	AT2	MPPE1
ENSMMUG00000009289	0	0.263038477973549	0.218	0.016	0	AT2	ENSMMUG00000009289
TRAF3IP2	0	0.262992773723027	0.236	0.036	0	AT2	TRAF3IP2
HSBP1L1	0	0.262730632307907	0.426	0.083	0	AT2	HSBP1L1
TCEAL4	0	0.262509800155046	0.486	0.124	0	AT2	TCEAL4
KIAA1522	0	0.261918643589977	0.223	0.019	0	AT2	KIAA1522
CUX1	0	0.26180456097753	0.495	0.154	0	AT2	CUX1
SORBS2	0	0.261544511689946	0.25	0.026	0	AT2	SORBS2
ATOH8	0	0.261402910804628	0.222	0.017	0	AT2	ATOH8
